postcode,lat,long
BT251HB,54.40825,-6.163855
BT251HD,54.378647,-6.021833
BT251HE,54.4102,-6.142742
BT251HF,54.408246,-6.143031
BT251HG,54.408214,-6.160915
BT251HH,54.415155,-6.165303
BT251HJ,54.421534,-6.193306
BT251HL,54.426514,-6.228067
BT251HN,54.415879,-6.166873
BT251HP,54.422133,-6.166886
BT251HQ,54.408234,-6.141691
BT251HR,54.428643,-6.169015
BT251HS,54.43519,-6.175304
BT251HT,54.423386,-6.157123
BT251HU,54.431496,-6.161629
BT251HY,54.428482,-6.203772
BT251HZ,54.43164,-6.18363
BT251JA,54.419115,-6.17229
BT251JB,54.417676,-6.176344
BT251JE,54.428996,-6.225124
BT251JF,54.432398,-6.227366
BT251JG,54.428675,-6.231425
BT251JH,54.427892,-6.235635
BT251JJ,54.42134,-6.223853
BT251JL,54.419703,-6.217653
BT251JN,54.40846,-6.227197
BT251JP,54.394578,-6.255527
BT251JR,54.407865,-6.249233
BT251JS,54.409277,-6.253655
BT251JT,54.388035,-6.25916
BT251JU,54.388243,-6.246173
BT251JW,54.400125,-6.245882
BT251JX,54.391903,-6.242091
BT251JY,54.389093,-6.229972
BT251JZ,54.387068,-6.215696
BT251LA,54.397523,-6.193715
BT251LB,54.397871,-6.214704
BT251LD,54.402285,-6.239953
BT251LE,54.403076,-6.210042
BT251LF,54.397325,-6.197912
BT251LG,54.40024,-6.202374
BT251LH,54.398009,-6.193755
BT251LJ,54.409117,-6.190941
BT251LL,54.407807,-6.144868
BT251LN,54.412933,-6.156298
BT251LP,54.401764,-6.241777
BT251LQ,54.407353,-6.209995
BT251LS,54.409349,-6.161064
BT251LU,54.403319,-6.240017
BT251LW,54.410605,-6.144496
BT251LX,54.410618,-6.159437
BT251LY,54.390363,-6.21369
BT251LZ,54.407156,-6.144004
BT251NA,54.413104,-6.152824
BT251NB,54.41282,-6.154177
BT251ND,54.412239,-6.156191
BT251NE,54.410117,-6.160784
BT251NF,54.399416,-6.171457
BT251NG,54.390107,-6.179738
BT251NH,54.40095,-6.207224
BT251NJ,54.392082,-6.173061
BT251NL,54.411932,-6.165493
BT251NN,54.402103,-6.176804
BT251NP,54.392972,-6.199381
BT251NQ,54.393978,-6.181399
BT251NR,54.387207,-6.179266
BT251NS,54.395409,-6.188757
BT251NT,54.399956,-6.162008
BT251NU,54.389321,-6.16935
BT251NW,54.3981,-6.189655
BT251NX,54.379268,-6.176508
BT251NY,54.378463,-6.1815
BT251NZ,54.389566,-6.148878
BT251PA,54.380484,-6.166665
BT251PB,54.39115,-6.137922
BT251PD,54.396089,-6.127304
BT251PE,54.392182,-6.100338
BT251PF,54.391751,-6.12162
BT251PG,54.393217,-6.110791
BT251PH,54.403425,-6.140353
BT251PJ,54.393421,-6.134293
BT251PL,54.409523,-6.147225
BT251PN,54.410874,-6.147379
BT251PP,54.401319,-6.148873
BT251PQ,54.407787,-6.146487
BT251PR,54.409031,-6.155534
BT251PS,54.407157,-6.160546
BT251PT,54.409481,-6.154451
BT251PU,54.410381,-6.148079
BT251PW,54.411015,-6.14839
BT251PX,54.411308,-6.146975
BT251PY,54.410205,-6.15297
BT251PZ,54.411164,-6.151079
BT251QA,54.410607,-6.152844
BT251QB,54.410712,-6.154457
BT251QE,54.408406,-6.148199
BT251QF,54.416506,-6.141425
BT251QG,54.418669,-6.137799
BT251QH,54.417881,-6.139114
BT251QJ,54.417975,-6.141713
BT251QL,54.417339,-6.14245
BT251QN,54.420147,-6.133434
BT251QP,54.434246,-6.123684
BT251QQ,54.418935,-6.137001
BT251QR,54.419264,-6.125185
BT251QS,54.420189,-6.103264
BT251QT,54.434147,-6.114441
BT251QU,54.421334,-6.100099
BT251QW,54.427843,-6.122158
BT251QX,54.426672,-6.107603
BT251QY,54.425416,-6.097383
BT251QZ,54.432738,-6.101359
BT251RD,54.445722,-6.14889
BT251RE,54.44329,-6.133306
BT251RF,54.438825,-6.147921
BT251RG,54.442199,-6.160009
BT251RH,54.433271,-6.202515
BT251RJ,54.435918,-6.195664
BT251RL,54.450109,-6.201962
BT251RN,54.447239,-6.185515
BT251RP,54.444381,-6.19264
BT251RQ,54.442782,-6.177125
BT251RR,54.442583,-6.211295
BT251RS,54.433128,-6.139702
BT251RT,54.418758,-6.143003
BT251RU,54.42408,-6.136167
BT251RX,54.431035,-6.125772
BT251RZ,54.412954,-6.160626
BT251SA,54.419411,-6.142834
BT251SB,54.409936,-6.158312
BT251SF,54.402734,-6.241151
BT251SH,54.417974,-6.149278
BT251SJ,54.417295,-6.148353
BT251SL,54.418313,-6.147937
BT251SN,54.418512,-6.145109
BT251SP,54.418485,-6.14568
BT251SR,54.422396,-6.150558
BT251SS,54.423748,-6.144395
BT251ST,54.424815,-6.150664
BT251SU,54.427179,-6.156614
BT251SW,54.418463,-6.146606
BT251SX,54.433735,-6.166476
BT251SY,54.426804,-6.182288
BT251SZ,54.409021,-6.151991
BT251TA,54.416725,-6.138781
BT251TB,54.40488,-6.160263
BT251TD,54.416799,-6.13659
BT251TF,54.419839,-6.139703
BT251TG,54.419404,-6.140031
BT251TH,54.409001,-6.201271
BT251TJ,54.413933,-6.140093
BT251TL,54.413933,-6.140093
BT251TP,54.408637,-6.150345
BT251TR,54.407403,-6.151925
BT251TS,54.416581,-6.133039
BT251TT,54.37942,-6.089274
BT251TW,54.410122,-6.155192
BT251TZ,54.410122,-6.155192
BT252AA,54.385874,-6.028059
BT252AB,54.386022,-6.017891
BT252AD,54.390985,-6.036236
BT252AE,54.389499,-6.019494
BT252AF,54.393641,-6.015153
BT252AG,54.403951,-6.011528
BT252AH,54.400886,-5.995167
BT252AL,54.392685,-5.994782
BT252AN,54.390281,-5.979964
BT252AP,54.383258,-5.972628
BT252AQ,54.397023,-5.997958
BT252AR,54.382552,-5.973402
BT252AS,54.382854,-5.988226
BT252AT,54.380259,-6.010011
BT252AU,54.399873,-6.030267
BT252AW,54.386442,-5.993808
BT252AZ,54.376554,-6.013684
BT252BA,54.381749,-6.073605
BT252BB,54.362125,-6.022504
BT252BD,54.37942,-6.089274
BT252BE,54.379206,-6.017558
BT252BF,54.379813,-6.01679
BT252BH,54.379557,-6.018126
BT252BJ,54.379856,-6.018835
BT252BL,54.381465,-6.017787
BT252BP,54.386647,-6.017107
BT252BQ,54.379557,-6.018126
BT252BS,54.386901,-6.011244
BT252BT,54.379342,-6.020937
BT252BU,54.373538,-6.037992
BT252BX,54.369403,-6.046791
BT252BY,54.369002,-6.054212
BT252BZ,54.364157,-6.068058
BT252DA,54.357764,-6.056035
BT252DB,54.344654,-6.035462
BT252DD,54.352987,-6.025235
BT252DE,54.355418,-6.04267
BT252DF,54.35902,-6.044253
BT252DG,54.366617,-6.035106
BT252DH,54.384265,-6.074764
BT252DJ,54.384263,-6.073548
BT252DL,54.382517,-6.075016
BT252DN,54.384265,-6.074764
BT252DQ,54.37773,-6.014135
BT252DT,54.380861,-6.06847
BT252DU,54.379655,-6.072209
BT252DX,54.380059,-6.071313
BT252DY,54.376526,-6.016317
BT252EA,54.372641,-6.015566
BT252EB,54.370228,-6.019098
BT252ED,54.367159,-6.021523
BT252EE,54.362106,-6.024074
BT252EF,54.352288,-6.015485
BT252EG,54.356275,-6.03343
BT252EJ,54.347692,-6.056619
BT252EL,54.350273,-6.073001
BT252EN,54.344907,-6.063901
BT252EP,54.332277,-6.073105
BT252EQ,54.350579,-6.040101
BT252ER,54.341003,-6.07262
BT252ES,54.35181,-6.084312
BT252EU,54.344291,-6.089521
BT252EW,54.330499,-6.063594
BT252EX,54.347537,-6.09766
BT252EY,54.351079,-6.105157
BT252FL,54.37942,-6.089274
BT252HA,54.351748,-6.116324
BT252HB,54.347698,-6.110142
BT252HD,54.338289,-6.099763
BT252HE,54.335505,-6.095848
BT252HG,54.331636,-6.08528
BT252HH,54.326357,-6.067002
BT252HL,54.308282,-6.064976
BT252HN,54.317312,-6.063276
BT252HP,54.324036,-6.04619
BT252HR,54.336554,-6.037401
BT252HS,54.334013,-6.035308
BT252HT,54.34101,-6.016521
BT252HX,54.378855,-6.015343
BT252HY,54.380746,-6.077777
BT252JA,54.377454,-6.018135
BT252JB,54.378261,-6.018588
BT252JF,54.378374,-6.01672
BT252JG,54.378374,-6.01672
BT252JH,54.377225,-6.014559
BT252JJ,54.372579,-6.008028
BT252JL,54.371741,-6.013839
BT252JN,54.368902,-5.988939
BT252JQ,54.37873,-6.019797
BT252JR,54.380366,-5.978096
BT252JS,54.375833,-5.967099
BT252JT,54.373249,-5.980724
BT252JU,54.366993,-5.967197
BT252JW,54.376898,-5.9835
BT252JX,54.373915,-5.959437
BT252JY,54.37425,-5.953757
BT252JZ,54.364434,-5.951937
BT252LA,54.36496,-5.943755
BT252LD,54.354251,-5.966103
BT252LE,54.360484,-6.008474
BT252LF,54.363088,-5.992654
BT252LG,54.362824,-6.025701
BT252LH,54.380518,-6.015924
BT252LZ,54.380518,-6.015924
BT252NB,54.380622,-6.021707
BT252NE,54.379964,-6.037547
BT252NF,54.380762,-6.057473
BT252NG,54.377697,-6.049599
BT252NH,54.39247,-6.056366
BT252NJ,54.401603,-6.057166
BT252NL,54.39629,-6.063176
BT252NN,54.391284,-6.062503
BT252NP,54.386823,-6.079094
BT252NQ,54.384015,-6.045774
BT252NR,54.381384,-6.077239
BT252NS,54.375742,-6.067145
BT252NT,54.364999,-6.070727
BT252NU,54.360001,-6.075069
BT252NW,54.387586,-6.071745
BT252NX,54.355205,-6.073539
BT252NY,54.355336,-6.082301
BT252NZ,54.353243,-6.087998
BT252PA,54.363052,-6.083296
BT252PB,54.369171,-6.091244
BT252PD,54.374431,-6.106328
BT252PE,54.366026,-6.090651
BT252PF,54.359797,-6.102463
BT252PG,54.359762,-6.092849
BT252PJ,54.378979,-6.08477
BT252PL,54.380693,-6.074993
BT252PN,54.373865,-6.075082
BT252PP,54.373112,-6.106989
BT252PQ,54.371677,-6.105409
BT252PS,54.37138,-6.115148
BT252PT,54.379264,-6.106229
BT252PU,54.379393,-6.105315
BT252PW,54.380387,-6.072745
BT252PX,54.382729,-6.126189
BT252PY,54.384309,-6.12607
BT252PZ,54.386012,-6.118342
BT252QA,54.388138,-6.112933
BT252QB,54.387969,-6.104396
BT252QD,54.386009,-6.087229
BT252QE,54.382604,-6.07826
BT252QG,54.374321,-6.107288
BT252QH,54.382976,-6.077334
BT252QJ,54.373904,-6.108199
BT252QL,54.383254,-6.077844
BT252QN,54.37942,-6.089274
BT252QP,54.382484,-6.072939
BT252QQ,54.372554,-6.107477
BT252QR,54.382484,-6.072939
BT252QU,54.37942,-6.089274
BT252QZ,54.37942,-6.089274
BT253DH,54.37942,-6.089274
BT253JS,54.37942,-6.089274
BT255JH,54.37942,-6.089274
BT255NE,54.37942,-6.089274
BT257DJ,54.37942,-6.089274
BT257SA,54.37942,-6.089274
BT258XL,54.37942,-6.089274
BT258YZ,54.37942,-6.089274
BT261TR,54.447458,-6.046491
BT262QP,54.447458,-6.046491
BT262RJ,54.447458,-6.046491
BT263EB,54.447458,-6.046491
BT266AA,54.466375,-6.083513
BT266AB,54.463813,-6.083448
BT266AE,54.462002,-6.083733
BT266AF,54.435447,-5.998119
BT266AG,54.46112,-6.084715
BT266AL,54.459541,-6.084897
BT266AN,54.46655,-6.072522
BT266AR,54.464191,-6.078942
BT266AS,54.464666,-6.076652
BT266AT,54.463982,-6.075404
BT266AU,54.464698,-6.075247
BT266AW,54.463144,-6.082075
BT266AX,54.463832,-6.081812
BT266AZ,54.46342,-6.07341
BT266BA,54.46368,-6.074493
BT266BB,54.458115,-6.061383
BT266BD,54.449542,-6.044042
BT266BG,54.443911,-6.025949
BT266BH,54.440878,-6.008152
BT266BJ,54.432641,-6.004513
BT266BL,54.423601,-5.984967
BT266BN,54.427405,-6.006262
BT266BP,54.435922,-5.995352
BT266BQ,54.440967,-6.01957
BT266BS,54.436391,-5.999768
BT266BT,54.430689,-5.97679
BT266BU,54.427011,-5.97392
BT266BW,54.417273,-5.998866
BT266BX,54.428533,-5.960823
BT266BY,54.424689,-5.954526
BT266BZ,54.41976,-5.947376
BT266DA,54.41858,-5.957804
BT266DB,54.431603,-5.989552
BT266DD,54.465676,-6.067304
BT266DE,54.467219,-6.071658
BT266DF,54.434655,-5.996447
BT266DG,54.463844,-6.072403
BT266DH,54.434841,-6.001154
BT266DJ,54.466023,-6.072732
BT266DN,54.465023,-6.072517
BT266DP,54.45558,-6.073686
BT266DQ,54.467623,-6.069958
BT266DT,54.457108,-6.081618
BT266DU,54.462822,-6.093504
BT266DW,54.465173,-6.074052
BT266DX,54.466652,-6.103954
BT266DY,54.468894,-6.114602
BT266DZ,54.465617,-6.131488
BT266EA,54.463556,-6.147051
BT266EB,54.464371,-6.152752
BT266ED,54.454693,-6.147406
BT266EE,54.451457,-6.143774
BT266EF,54.452644,-6.157937
BT266EG,54.448672,-6.160798
BT266EH,54.460058,-6.130507
BT266EJ,54.458384,-6.116473
BT266EL,54.452608,-6.128703
BT266EP,54.447464,-6.122617
BT266EQ,54.456228,-6.132686
BT266ER,54.451945,-6.123599
BT266ES,54.453957,-6.115473
BT266ET,54.446435,-6.136246
BT266EU,54.467799,-6.086053
BT266EX,54.456371,-6.0924
BT266FA,54.464019,-6.081125
BT266FE,54.462503,-6.07225
BT266FG,54.462829,-6.072435
BT266FH,54.462797,-6.071002
BT266FN,54.463115,-6.070617
BT266FP,54.46233,-6.071024
BT266FQ,54.464019,-6.081125
BT266FR,54.464019,-6.081125
BT266FS,54.464019,-6.081125
BT266FT,54.462581,-6.069008
BT266FX,54.46233,-6.071024
BT266FZ,54.46233,-6.071024
BT266GA,54.466397,-6.075877
BT266GF,54.463197,-6.082551
BT266GG,54.463197,-6.082551
BT266GX,54.47088,-6.088129
BT266GY,54.47128,-6.090491
BT266GZ,54.470815,-6.088751
BT266HA,54.472726,-6.087443
BT266HB,54.466724,-6.067671
BT266HD,54.467172,-6.074915
BT266HE,54.466525,-6.074297
BT266HF,54.466431,-6.068996
BT266HG,54.475882,-6.08924
BT266HH,54.482156,-6.091154
BT266HJ,54.477602,-6.080998
BT266HL,54.4779,-6.088452
BT266HN,54.475806,-6.075435
BT266HP,54.469142,-6.084078
BT266HQ,54.476931,-6.088574
BT266HR,54.467411,-6.088833
BT266HS,54.458086,-6.092305
BT266HT,54.456975,-6.094192
BT266HU,54.455353,-6.101315
BT266HW,54.469672,-6.082958
BT266HX,54.458177,-6.10268
BT266HZ,54.458254,-6.089275
BT266JA,54.443668,-6.111937
BT266JB,54.468284,-6.087774
BT266JD,54.472443,-6.088829
BT266JE,54.476683,-6.090499
BT266JF,54.477243,-6.091799
BT266JG,54.478043,-6.090713
BT266JJ,54.47634,-6.101793
BT266JL,54.473478,-6.110086
BT266JN,54.475273,-6.115712
BT266JP,54.468707,-6.137887
BT266JQ,54.478154,-6.092035
BT266JR,54.4732,-6.147263
BT266JS,54.472906,-6.14217
BT266JT,54.476941,-6.142173
BT266JW,54.46994,-6.125799
BT266JX,54.447458,-6.046491
BT266LB,54.467998,-6.071452
BT266LD,54.468696,-6.069013
BT266LH,54.466121,-6.076568
BT266LJ,54.468689,-6.069738
BT266LL,54.467849,-6.068327
BT266LN,54.462062,-6.059901
BT266LP,54.469482,-6.04471
BT266LQ,54.467224,-6.082101
BT266LR,54.462074,-6.04167
BT266LS,54.455199,-6.044929
BT266LT,54.455923,-6.04804
BT266LU,54.450709,-6.03014
BT266LW,54.467369,-6.053002
BT266LX,54.456465,-6.02607
BT266LY,54.463928,-6.028595
BT266LZ,54.434658,-5.993903
BT266NA,54.472663,-6.028684
BT266NB,54.469173,-6.014197
BT266ND,54.451265,-6.007061
BT266NE,54.450595,-5.992122
BT266NF,54.443956,-5.993264
BT266NG,54.440549,-6.000182
BT266NH,54.444278,-5.976999
BT266NJ,54.437171,-5.973789
BT266NL,54.43497,-5.958345
BT266NP,54.456654,-5.999875
BT266NQ,54.436861,-5.990189
BT266NR,54.456222,-5.991723
BT266NS,54.438941,-5.999135
BT266NU,54.437379,-5.998133
BT266NW,54.453653,-5.982026
BT266NX,54.437802,-6.000871
BT266NY,54.435602,-6.002057
BT266NZ,54.436072,-6.002759
BT266PE,54.440695,-6.078947
BT266PF,54.446429,-6.104626
BT266PG,54.437074,-6.102253
BT266PH,54.443055,-6.063575
BT266PJ,54.437952,-6.052979
BT266PL,54.426688,-6.009071
BT266PN,54.419414,-6.007683
BT266PP,54.422572,-6.009563
BT266PQ,54.430265,-6.078511
BT266PR,54.424355,-6.016411
BT266PS,54.425308,-6.015302
BT266PT,54.43135,-6.02102
BT266PU,54.429681,-6.035495
BT266PW,54.416974,-6.007955
BT266PX,54.431101,-6.04771
BT266PY,54.431713,-6.056681
BT266PZ,54.463744,-6.07122
BT266QA,54.426847,-6.055247
BT266QB,54.42163,-6.048222
BT266QD,54.424017,-6.043563
BT266QE,54.437184,-6.041594
BT266QF,54.466849,-6.082828
BT266QG,54.441686,-6.028908
BT266QH,54.41926,-6.02621
BT266QJ,54.436891,-6.002303
BT266QL,54.4209,-6.035329
BT266QN,54.419988,-6.048361
BT266QP,54.420568,-6.05593
BT266QQ,54.431224,-6.013906
BT266QR,54.42416,-6.077086
BT266QT,54.417763,-6.082778
BT266QU,54.425367,-6.108033
BT266QW,54.415599,-6.045889
BT266QX,54.426347,-6.085813
BT266QY,54.427805,-6.008724
BT266QZ,54.428104,-6.009973
BT266RA,54.475714,-6.091685
BT266RB,54.470752,-6.082475
BT266RD,54.426877,-6.010742
BT266RE,54.425881,-6.006999
BT266RF,54.475435,-6.093936
BT266RG,54.45925,-6.091495
BT266RH,54.469311,-6.0868
BT266RJ,54.476858,-6.094163
BT266RL,54.465344,-6.070682
BT266RN,54.435639,-5.996137
BT266RP,54.466006,-6.076713
BT266RQ,54.469311,-6.0868
BT266RR,54.473201,-6.143222
BT266RS,54.474735,-6.087751
BT266RT,54.464997,-6.068662
BT266RU,54.475672,-6.11537
BT266RX,54.464613,-6.072166
BT266RY,54.475318,-6.090531
BT266RZ,54.473749,-6.143783
BT266SA,54.468129,-6.084819
BT266SG,54.468129,-6.084819
BT266SH,54.430377,-6.001788
BT266SJ,54.436146,-5.996374
BT266SL,54.468129,-6.084819
BT266SN,54.468129,-6.084819
BT266SP,54.468129,-6.084819
BT266SS,54.462418,-6.081045
BT266SW,54.468129,-6.084819
BT266TB,54.426295,-6.01248
BT266TH,54.447458,-6.046491
BT266XL,54.447458,-6.046491
BT266YF,54.426295,-6.01248
BT267NS,54.447458,-6.046491
BT268PN,54.447458,-6.046491
BT270HW,54.493796,-5.998695
BT271AG,54.493796,-5.998695
BT271DE,54.493796,-5.998695
BT271JN,54.493796,-5.998695
BT271LF,54.493796,-5.998695
BT271NW,54.493796,-5.998695
BT271PA,54.493796,-5.998695
BT271QE,54.493796,-5.998695
BT271SL,54.493796,-5.998695
BT271UR,54.493796,-5.998695
BT271YE,54.493796,-5.998695
BT271YF,54.493796,-5.998695
BT272GQ,54.493796,-5.998695
BT272JA,54.493796,-5.998695
BT272JY,54.493796,-5.998695
BT273AD,54.493796,-5.998695
BT273GE,54.493796,-5.998695
BT273LZ,54.493796,-5.998695
BT273PT,54.493796,-5.998695
BT273TX,54.493796,-5.998695
BT274AA,54.513484,-6.042099
BT274AD,54.514101,-6.041931
BT274AE,54.514558,-6.039592
BT274AG,54.516581,-6.034739
BT274AJ,54.51643,-6.035951
BT274AL,54.519077,-6.037924
BT274AN,54.517317,-6.038518
BT274AP,54.519784,-6.032222
BT274AQ,54.517201,-6.03525
BT274AS,54.517577,-6.034645
BT274AT,54.519085,-6.032364
BT274AW,54.519448,-6.03698
BT274AX,54.518236,-6.038721
BT274BA,54.529296,-6.040864
BT274BE,54.523953,-6.028391
BT274BG,54.522826,-6.039737
BT274BH,54.52182,-6.038117
BT274BJ,54.522033,-6.03959
BT274BL,54.521335,-6.039175
BT274BN,54.520495,-6.037269
BT274BP,54.523561,-6.039609
BT274BQ,54.519041,-6.038482
BT274BS,54.523328,-6.038554
BT274BT,54.525877,-6.041166
BT274BU,54.527907,-6.041656
BT274BW,54.520578,-6.037929
BT274BX,54.526314,-6.042088
BT274BY,54.528417,-6.041524
BT274BZ,54.528366,-6.026232
BT274DA,54.529601,-6.031472
BT274DE,54.518155,-6.03647
BT274DF,54.518155,-6.03647
BT274DL,54.527693,-6.040745
BT274DN,54.532491,-6.04068
BT274DP,54.531072,-6.041242
BT274DQ,54.519037,-6.034883
BT274DR,54.531246,-6.042006
BT274DT,54.53656,-6.041134
BT274DW,54.5369,-6.037734
BT274EA,54.542248,-6.038373
BT274ED,54.524884,-6.035869
BT274EE,54.524152,-6.035626
BT274EF,54.524333,-6.036792
BT274EG,54.525298,-6.037008
BT274EH,54.535282,-6.043374
BT274EL,54.493796,-5.998695
BT274EP,54.521741,-6.035974
BT274ES,54.52415,-6.034422
BT274ET,54.526083,-6.031718
BT274EU,54.524951,-6.031695
BT274EW,54.526495,-6.034402
BT274HE,54.523568,-6.036705
BT274HF,54.52426,-6.038402
BT274HG,54.522773,-6.03699
BT274HH,54.525098,-6.038531
BT274HJ,54.52627,-6.037656
BT274HN,54.526922,-6.037424
BT274HQ,54.524849,-6.038126
BT274HR,54.527457,-6.037769
BT274HS,54.525871,-6.038
BT274HT,54.525293,-6.036189
BT274HU,54.525169,-6.041818
BT274HW,54.527676,-6.036276
BT274HX,54.52641,-6.039133
BT274HY,54.525847,-6.03933
BT274HZ,54.527413,-6.040598
BT274JA,54.527779,-6.040426
BT274JB,54.525613,-6.039851
BT274JD,54.526079,-6.040292
BT274JE,54.526593,-6.040422
BT274JF,54.527118,-6.040659
BT274JG,54.528141,-6.040564
BT274JH,54.526737,-6.038252
BT274JJ,54.528279,-6.037467
BT274JL,54.529289,-6.038253
BT274JU,54.493796,-5.998695
BT274LA,54.528875,-6.041517
BT274LB,54.530326,-6.0429
BT274LD,54.528851,-6.043341
BT274LE,54.531795,-6.037098
BT274LF,54.53149,-6.037669
BT274LG,54.532952,-6.038062
BT274LH,54.534303,-6.039388
BT274LJ,54.534022,-6.039803
BT274LL,54.533929,-6.040673
BT274LN,54.534639,-6.041782
BT274LP,54.535854,-6.040828
BT274LQ,54.532918,-6.038759
BT274LR,54.534792,-6.038499
BT274LS,54.536185,-6.039097
BT274LT,54.536208,-6.037149
BT274LU,54.535592,-6.03741
BT274LW,54.533434,-6.041191
BT274LX,54.535603,-6.039727
BT274LY,54.529871,-6.040913
BT274LZ,54.528961,-6.039041
BT274NA,54.529835,-6.039772
BT274NB,54.528653,-6.040585
BT274ND,54.528203,-6.039418
BT274NE,54.528805,-6.039435
BT274NP,54.529053,-6.034202
BT274NR,54.527796,-6.034262
BT274NS,54.530429,-6.032652
BT274NT,54.529643,-6.03405
BT274NU,54.530082,-6.035604
BT274NW,54.527793,-6.032995
BT274NX,54.530603,-6.035626
BT274PA,54.530298,-6.034543
BT274PB,54.530628,-6.033817
BT274PD,54.531116,-6.035632
BT274PE,54.531462,-6.034843
BT274PF,54.532754,-6.034147
BT274PG,54.534481,-6.035408
BT274PH,54.534169,-6.0372
BT274PJ,54.533069,-6.035291
BT274PL,54.532573,-6.036829
BT274PN,54.531909,-6.039132
BT274PP,54.529497,-6.035571
BT274PQ,54.534991,-6.036898
BT274PR,54.530242,-6.037729
BT274PS,54.5329,-6.041479
BT274PW,54.530828,-6.040589
BT274QA,54.528506,-6.027122
BT274QB,54.52869,-6.027406
BT274QD,54.529145,-6.028296
BT274QE,54.529503,-6.027073
BT274QF,54.530077,-6.027586
BT274QG,54.529492,-6.028063
BT274QH,54.532035,-6.026967
BT274QQ,54.530364,-6.027542
BT274QS,54.529701,-6.030432
BT274QT,54.528012,-6.027114
BT274QU,54.521617,-6.034435
BT274QW,54.534025,-6.028323
BT274QX,54.521463,-6.033238
BT274RA,54.493796,-5.998695
BT274RG,54.511743,-6.035002
BT274RH,54.532118,-6.030207
BT274RP,54.520638,-6.027285
BT274RQ,54.511755,-6.034957
BT274RT,54.52268,-6.026908
BT274RU,54.522046,-6.024406
BT274RW,54.520997,-6.027267
BT274RX,54.522592,-6.024781
BT274RY,54.522353,-6.027789
BT274SA,54.521525,-6.0244
BT274SD,54.533423,-6.01902
BT274SG,54.523126,-6.020121
BT274SH,54.493796,-5.998695
BT274SJ,54.527489,-6.02921
BT274SP,54.511835,-6.042333
BT274SQ,54.513746,-6.038288
BT274ST,54.512073,-6.041487
BT274SY,54.514277,-6.037228
BT274TB,54.514573,-6.034449
BT274TF,54.5144,-6.036002
BT274TG,54.514153,-6.036261
BT274TH,54.514993,-6.035433
BT274TJ,54.514619,-6.031775
BT274TL,54.515405,-6.03149
BT274TN,54.514637,-6.029581
BT274TP,54.516137,-6.029525
BT274TR,54.516892,-6.028963
BT274TS,54.516379,-6.028942
BT274TT,54.51931,-6.029048
BT274TU,54.518393,-6.029555
BT274TW,54.51502,-6.029331
BT274TX,54.519758,-6.028424
BT274UA,54.51838,-6.028212
BT274UB,54.517626,-6.027739
BT274UD,54.516247,-6.027991
BT274UE,54.517275,-6.026551
BT274UG,54.518387,-6.026992
BT274UH,54.517139,-6.025415
BT274UJ,54.514828,-6.025264
BT274UL,54.516979,-6.026056
BT274UN,54.516045,-6.025514
BT274UP,54.515537,-6.026897
BT274UU,54.493796,-5.998695
BT274UW,54.516321,-6.026489
BT274UX,54.493796,-5.998695
BT274WA,54.517084,-6.035811
BT274XF,54.513577,-6.037879
BT274XG,54.514755,-6.036278
BT274XN,54.513662,-6.035898
BT274XS,54.513288,-6.034434
BT274XT,54.513666,-6.034493
BT274XU,54.513175,-6.032447
BT274XX,54.513622,-6.031221
BT274XY,54.514237,-6.03201
BT274XZ,54.514198,-6.033494
BT274YA,54.512839,-6.032247
BT274YB,54.513554,-6.029263
BT274YD,54.514063,-6.026891
BT274YE,54.513696,-6.027527
BT274YF,54.514804,-6.02823
BT274YG,54.514242,-6.027377
BT274YL,54.519356,-6.025246
BT274YN,54.518467,-6.025304
BT274YQ,54.515257,-6.027328
BT274YW,54.519087,-6.024178
BT274YZ,54.493796,-5.998695
BT275AB,54.510412,-6.037181
BT275AD,54.510813,-6.03639
BT275AE,54.502026,-6.040301
BT275AF,54.509903,-6.037329
BT275AG,54.509339,-6.035256
BT275AH,54.508847,-6.034276
BT275AJ,54.509423,-6.032674
BT275AL,54.511053,-6.031283
BT275AN,54.510149,-6.036437
BT275AP,54.510638,-6.036676
BT275AU,54.502497,-6.021242
BT275AW,54.510312,-6.033743
BT275AX,54.48016,-6.046639
BT275AY,54.479861,-6.047579
BT275BA,54.508504,-6.032008
BT275BD,54.508136,-6.032597
BT275BE,54.506625,-6.030291
BT275BF,54.504703,-6.02095
BT275BG,54.508595,-6.030953
BT275BH,54.507027,-6.030102
BT275BJ,54.505834,-6.026948
BT275BL,54.505299,-6.023901
BT275BN,54.503606,-6.021451
BT275BP,54.504764,-6.024684
BT275BQ,54.507553,-6.029876
BT275BS,54.508073,-6.027628
BT275BT,54.509131,-6.026388
BT275BU,54.509993,-6.031272
BT275BX,54.509248,-6.029671
BT275BY,54.511204,-6.024527
BT275BZ,54.510686,-6.029695
BT275DA,54.510869,-6.028234
BT275DB,54.511837,-6.025918
BT275DD,54.51065,-6.025867
BT275DE,54.509868,-6.026399
BT275DF,54.509965,-6.024603
BT275DG,54.511116,-6.026307
BT275DH,54.509159,-6.031961
BT275DJ,54.508136,-6.02869
BT275DL,54.509291,-6.031229
BT275DP,54.502426,-6.018544
BT275DQ,54.505068,-6.03455
BT275DR,54.507593,-6.032854
BT275DS,54.502148,-6.04173
BT275DT,54.481369,-6.047461
BT275DW,54.481473,-6.050048
BT275DX,54.508946,-6.030442
BT275EA,54.508739,-6.037061
BT275EB,54.507951,-6.037778
