postcode,lat,long
BT455RZ,54.761728,-6.607478
BT455SA,54.809568,-6.704912
BT455SB,54.809166,-6.704303
BT455SD,54.809494,-6.706485
BT455SE,54.812455,-6.705255
BT455SF,54.812644,-6.705265
BT455SH,54.734625,-6.657084
BT455SQ,54.734625,-6.657084
BT455TP,54.765653,-6.618344
BT455TR,54.761965,-6.607797
BT455TS,54.757642,-6.604481
BT455WB,54.734625,-6.657084
BT456AD,54.7531,-6.61026
BT456AG,54.752763,-6.611483
BT456AJ,54.747245,-6.602695
BT456AL,54.757543,-6.606799
BT456AN,54.756462,-6.606572
BT456AP,54.756432,-6.605501
BT456AQ,54.751434,-6.61305
BT456AR,54.755974,-6.605517
BT456AS,54.754852,-6.603272
BT456AT,54.757924,-6.602467
BT456AU,54.754529,-6.601699
BT456AW,54.756606,-6.605806
BT456AX,54.757517,-6.602963
BT456AY,54.753568,-6.600971
BT456AZ,54.753573,-6.599837
BT456BA,54.754058,-6.597552
BT456BF,54.74607,-6.609879
BT456BG,54.753196,-6.598297
BT456BH,54.75242,-6.59955
BT456BJ,54.753414,-6.600122
BT456BN,54.754349,-6.606411
BT456BP,54.753203,-6.604432
BT456BQ,54.752846,-6.599877
BT456BS,54.751307,-6.602788
BT456BU,54.753643,-6.608284
BT456BW,54.754052,-6.605552
BT456BY,54.752841,-6.606494
BT456BZ,54.75214,-6.605695
BT456DA,54.751609,-6.604859
BT456DB,54.75152,-6.604101
BT456DD,54.752678,-6.607199
BT456DE,54.752243,-6.606841
BT456DF,54.751606,-6.606133
BT456DG,54.751163,-6.605139
BT456DH,54.750781,-6.604717
BT456DJ,54.751127,-6.603556
BT456DL,54.75464,-6.598122
BT456DN,54.75466,-6.599815
BT456DP,54.750328,-6.609097
BT456DQ,54.750574,-6.605423
BT456DS,54.750839,-6.599605
BT456DT,54.751105,-6.598493
BT456DU,54.72135,-6.623783
BT456DW,54.750755,-6.607902
BT456DX,54.754787,-6.60694
BT456DZ,54.752469,-6.603043
BT456EG,54.749686,-6.612629
BT456EJ,54.749754,-6.60132
BT456EL,54.74904,-6.602494
BT456EN,54.748709,-6.59957
BT456EP,54.731828,-6.587872
BT456EQ,54.748237,-6.601481
BT456ER,54.732763,-6.589501
BT456ES,54.725997,-6.592514
BT456ET,54.718798,-6.594564
BT456EW,54.743747,-6.596138
BT456EX,54.739973,-6.607837
BT456EY,54.745194,-6.61258
BT456EZ,54.748749,-6.611605
BT456FA,54.734625,-6.657084
BT456FB,54.734625,-6.657084
BT456FH,54.734625,-6.657084
BT456GA,54.75283,-6.590745
BT456GB,54.706502,-6.53411
BT456GD,54.746869,-6.618471
BT456GJ,54.746869,-6.618471
BT456GX,54.734625,-6.657084
BT456GY,54.707162,-6.533
BT456GZ,54.741642,-6.549394
BT456HA,54.74834,-6.613529
BT456HB,54.748436,-6.614131
BT456HD,54.74575,-6.598507
BT456HE,54.749168,-6.614479
BT456HG,54.749426,-6.614206
BT456HH,54.742231,-6.619871
BT456HJ,54.736374,-6.624666
BT456HL,54.724643,-6.631923
BT456HN,54.733181,-6.617182
BT456HP,54.729872,-6.576608
BT456HR,54.72525,-6.563996
BT456HS,54.7249,-6.562503
BT456HU,54.722774,-6.559008
BT456HW,54.722293,-6.602327
BT456HX,54.719741,-6.54729
BT456HY,54.716581,-6.537021
BT456HZ,54.712287,-6.53927
BT456JA,54.708052,-6.532254
BT456JB,54.708149,-6.535106
BT456JD,54.707043,-6.533578
BT456JE,54.707284,-6.537138
BT456JF,54.707672,-6.535821
BT456JG,54.696467,-6.531137
BT456JH,54.683477,-6.531994
BT456JJ,54.694035,-6.548565
BT456JL,54.705027,-6.55641
BT456JN,54.707565,-6.559858
BT456JP,54.746607,-6.616026
BT456JQ,54.682512,-6.539859
BT456JR,54.745903,-6.61647
BT456JS,54.748575,-6.605072
BT456JT,54.748731,-6.606138
BT456JU,54.749773,-6.607687
BT456JW,54.745568,-6.61544
BT456JX,54.752843,-6.593478
BT456JY,54.751419,-6.573864
BT456JZ,54.752464,-6.552797
BT456LA,54.745932,-6.562596
BT456LB,54.747644,-6.566046
BT456LD,54.744159,-6.547223
BT456LE,54.740904,-6.537324
BT456LF,54.74408,-6.533188
BT456LG,54.744309,-6.532124
BT456LH,54.742804,-6.525765
BT456LJ,54.73919,-6.521906
BT456LL,54.737603,-6.524354
BT456LN,54.731947,-6.520989
BT456LP,54.727746,-6.526482
BT456LQ,54.743783,-6.517654
BT456LR,54.725545,-6.516162
BT456LS,54.71774,-6.531035
BT456LT,54.722131,-6.537581
BT456LU,54.730647,-6.527138
BT456LW,54.733162,-6.527124
BT456LX,54.730126,-6.52784
BT456LY,54.733708,-6.536559
BT456LZ,54.740305,-6.551026
BT456NA,54.735762,-6.552787
BT456NB,54.725916,-6.546758
BT456ND,54.747467,-6.606353
BT456NE,54.731597,-6.555295
BT456NH,54.713176,-6.564841
BT456NJ,54.707135,-6.574426
BT456NL,54.717862,-6.588249
BT456NN,54.722398,-6.571267
BT456NP,54.747359,-6.584645
BT456NQ,54.719833,-6.561006
BT456NR,54.755605,-6.593025
BT456NT,54.752529,-6.594235
BT456NW,54.737571,-6.573497
BT456NY,54.728046,-6.587942
BT456NZ,54.757373,-6.605313
BT456PA,54.757924,-6.602467
BT456PB,54.761985,-6.592384
BT456PE,54.748297,-6.611387
BT456PF,54.746443,-6.607956
BT456PG,54.747286,-6.611732
BT456PH,54.74668,-6.610557
BT456PJ,54.746038,-6.607908
BT456PL,54.746586,-6.60629
BT456PN,54.753882,-6.5963
BT456PP,54.747312,-6.608548
BT456PQ,54.747773,-6.609526
BT456PS,54.706657,-6.535764
BT456PT,54.748356,-6.614942
BT456PU,54.755355,-6.596249
BT456PX,54.756102,-6.597885
BT456PY,54.749517,-6.604155
BT456PZ,54.748746,-6.603513
BT456QA,54.743494,-6.610853
BT456QB,54.743404,-6.612409
BT456QD,54.744113,-6.610785
BT456QE,54.744267,-6.611727
BT456QF,54.744027,-6.612729
BT456QG,54.744015,-6.613972
BT456QH,54.744489,-6.615415
BT456QJ,54.745245,-6.614753
BT456QL,54.745719,-6.613727
BT456QQ,54.744216,-6.614337
BT456QS,54.70653,-6.53791
BT456QT,54.745719,-6.613727
BT456QU,54.734625,-6.657084
BT456RX,54.734625,-6.657084
BT456RZ,54.734625,-6.657084
BT456SP,54.734625,-6.657084
BT456TS,54.734625,-6.657084
BT456UD,54.734625,-6.657084
BT457AB,54.793282,-6.783216
BT457AD,54.793175,-6.780592
BT457AF,54.793033,-6.777207
BT457AG,54.796047,-6.780365
BT457AH,54.794276,-6.786451
BT457AJ,54.792865,-6.786431
BT457AL,54.792847,-6.785546
BT457AN,54.7922,-6.787306
BT457AP,54.79168,-6.786529
BT457AR,54.790881,-6.787439
BT457AS,54.795641,-6.783689
BT457AT,54.796275,-6.783313
BT457AU,54.796443,-6.782235
BT457AW,54.797531,-6.783213
BT457AX,54.789531,-6.787184
BT457AY,54.793711,-6.774963
BT457AZ,54.788892,-6.78711
BT457BA,54.790202,-6.791439
BT457BB,54.784666,-6.804817
BT457BD,54.779826,-6.805037
BT457BE,54.774572,-6.826342
BT457BF,54.784015,-6.805318
BT457BG,54.762113,-6.852755
BT457BH,54.752752,-6.883508
BT457BJ,54.738007,-6.888121
BT457BL,54.746451,-6.894894
BT457BN,54.752322,-6.911368
BT457BP,54.759154,-6.879324
BT457BQ,54.747049,-6.836828
BT457BS,54.766743,-6.858808
BT457BU,54.77,-6.849844
BT457BW,54.739058,-6.935091
BT457BX,54.777339,-6.863125
BT457BY,54.783091,-6.864347
BT457DA,54.790971,-6.843621
BT457DB,54.815525,-6.829791
BT457DD,54.790282,-6.790426
BT457DE,54.782698,-6.810237
BT457DG,54.795278,-6.791428
BT457DH,54.795261,-6.790682
BT457DJ,54.794721,-6.790558
BT457DN,54.795947,-6.789169
BT457DP,54.796401,-6.78872
BT457DR,54.801489,-6.821923
BT457DS,54.800457,-6.824799
BT457DT,54.799415,-6.82769
BT457DU,54.808546,-6.826213
BT457DW,54.801977,-6.810277
BT457DX,54.812488,-6.826923
BT457DY,54.812607,-6.828071
BT457DZ,54.814895,-6.829622
BT457EA,54.815935,-6.828472
BT457EB,54.818257,-6.821529
BT457ED,54.825417,-6.823343
BT457EE,54.821703,-6.808297
BT457EF,54.828749,-6.803079
BT457EG,54.824863,-6.789875
BT457EH,54.830902,-6.775767
BT457EL,54.814074,-6.820002
BT457EN,54.820976,-6.840757
BT457EP,54.829129,-6.861313
BT457EQ,54.827966,-6.772308
BT457ER,54.83009,-6.851685
BT457ES,54.834717,-6.854666
BT457ET,54.820444,-6.859535
BT457EU,54.810439,-6.838057
BT457EW,54.824279,-6.851803
BT457EX,54.802378,-6.83678
BT457EY,54.785576,-6.805101
BT457EZ,54.785576,-6.805101
BT457FA,54.734625,-6.657084
BT457FB,54.786098,-6.801687
BT457FD,54.786962,-6.806068
BT457FG,54.734625,-6.657084
BT457GA,54.688257,-6.668939
BT457GB,54.802666,-6.836911
BT457GD,54.69813,-6.668926
BT457GG,54.688257,-6.668939
BT457GW,54.698919,-6.66876
BT457GZ,54.69813,-6.668926
BT457HA,54.801781,-6.804934
BT457HB,54.797366,-6.778398
BT457HD,54.796792,-6.78025
BT457HE,54.796719,-6.779226
BT457HF,54.796133,-6.778139
BT457HG,54.798297,-6.779862
BT457HH,54.734625,-6.657084
BT457HJ,54.807112,-6.763158
BT457HL,54.812482,-6.755092
BT457HP,54.734625,-6.657084
BT457HQ,54.806242,-6.748394
BT457HR,54.819495,-6.783097
BT457HS,54.825131,-6.779816
BT457HU,54.823568,-6.770123
BT457HW,54.813857,-6.764787
BT457HX,54.821158,-6.775206
BT457HY,54.797051,-6.777428
BT457HZ,54.796743,-6.777219
BT457JA,54.792109,-6.77823
BT457JB,54.792397,-6.777413
BT457JD,54.786919,-6.796465
BT457JE,54.791128,-6.80416
BT457JF,54.788355,-6.811843
BT457JH,54.780916,-6.846224
BT457JJ,54.795693,-6.820848
BT457JL,54.784561,-6.818903
BT457JN,54.774373,-6.81418
BT457JP,54.792049,-6.779413
BT457JQ,54.787486,-6.831502
BT457JR,54.792016,-6.775232
BT457JS,54.792237,-6.773966
BT457JT,54.792676,-6.769413
BT457JU,54.780639,-6.770462
BT457JW,54.791603,-6.777887
BT457JX,54.798318,-6.75716
BT457JY,54.783097,-6.747243
BT457JZ,54.784241,-6.73712
BT457LA,54.77794,-6.742818
BT457LB,54.77455,-6.739054
BT457LD,54.775822,-6.751788
BT457LE,54.776865,-6.757134
BT457LF,54.784388,-6.762732
BT457LG,54.789316,-6.783631
BT457LL,54.806685,-6.777806
BT457LN,54.801454,-6.769582
BT457LP,54.803361,-6.785868
BT457LR,54.80921,-6.803097
BT457LS,54.772373,-6.784543
BT457LT,54.790323,-6.784626
BT457LU,54.790077,-6.784307
BT457LW,54.805107,-6.797931
BT457LX,54.78975,-6.785794
BT457LY,54.777782,-6.783728
BT457LZ,54.755624,-6.790481
BT457NA,54.762565,-6.800108
BT457ND,54.765281,-6.811401
BT457NF,54.698977,-6.599018
BT457NG,54.689647,-6.665388
BT457NH,54.677302,-6.648321
BT457NJ,54.678102,-6.649163
BT457NL,54.668324,-6.644837
BT457NN,54.660262,-6.630895
BT457NP,54.652118,-6.626567
BT457NR,54.646636,-6.631183
BT457NS,54.644496,-6.623881
BT457NT,54.648216,-6.643059
BT457NU,54.653606,-6.635829
BT457NW,54.665504,-6.632145
BT457NX,54.653606,-6.635829
BT457NY,54.719666,-6.651227
BT457NZ,54.693978,-6.665494
BT457PA,54.691809,-6.670017
BT457PE,54.691895,-6.668866
BT457PF,54.692744,-6.669335
BT457PG,54.694019,-6.667587
BT457PH,54.692729,-6.66873
BT457PJ,54.689557,-6.670276
BT457PN,54.690792,-6.670701
BT457PP,54.690085,-6.671748
BT457PQ,54.692836,-6.670355
BT457PS,54.68984,-6.669119
BT457PT,54.689291,-6.66982
BT457PU,54.689806,-6.670904
BT457PX,54.690491,-6.668633
BT457PY,54.69144,-6.66671
BT457QA,54.688996,-6.674078
BT457QB,54.696184,-6.670044
BT457QD,54.69662,-6.670464
BT457QF,54.685903,-6.680413
BT457QG,54.676985,-6.687275
BT457QH,54.671973,-6.678307
BT457QJ,54.683903,-6.67333
BT457QL,54.697064,-6.671675
BT457QN,54.697615,-6.669439
BT457QP,54.698161,-6.670057
BT457QQ,54.663898,-6.690797
BT457QR,54.697002,-6.669257
BT457QS,54.693956,-6.67083
BT457QT,54.695439,-6.667664
BT457QU,54.695463,-6.668982
BT457QW,54.697822,-6.671107
BT457QX,54.695276,-6.670772
BT457QY,54.697036,-6.667488
BT457RA,54.695846,-6.671978
BT457RB,54.715239,-6.670848
BT457RD,54.721317,-6.672155
BT457RE,54.730713,-6.663931
BT457RF,54.73952,-6.665815
BT457RG,54.732252,-6.671549
BT457RH,54.743446,-6.678916
BT457RJ,54.746382,-6.670558
BT457RL,54.751232,-6.666315
BT457RQ,54.737935,-6.680182
BT457RR,54.747124,-6.693332
BT457RS,54.752374,-6.70374
BT457RT,54.745616,-6.703506
BT457RW,54.751353,-6.668408
BT457RX,54.738621,-6.698
BT457RY,54.7345,-6.69068
BT457RZ,54.728052,-6.699223
BT457SA,54.730265,-6.701186
BT457SD,54.715723,-6.694807
BT457SE,54.721126,-6.688441
BT457SF,54.70954,-6.684549
BT457SG,54.698953,-6.598492
BT457SJ,54.688701,-6.672506
BT457SL,54.651245,-6.66251
BT457SN,54.691688,-6.654202
BT457SP,54.694634,-6.644488
BT457SQ,54.697099,-6.598215
BT457SR,54.693696,-6.642519
BT457SS,54.695291,-6.630957
BT457ST,54.698219,-6.604954
BT457SU,54.705458,-6.609453
BT457SW,54.697146,-6.650593
BT457SX,54.711944,-6.613374
BT457SY,54.7168,-6.635152
BT457TA,54.70994,-6.632263
BT457TB,54.724287,-6.639432
BT457TE,54.70206,-6.58447
BT457TF,54.69269,-6.577507
BT457TG,54.704558,-6.563843
BT457TH,54.687054,-6.55756
BT457TJ,54.694434,-6.672629
BT457TP,54.689622,-6.586391
BT457TQ,54.696829,-6.565915
BT457TR,54.692231,-6.592055
BT457TS,54.695881,-6.596969
BT457TT,54.708037,-6.595464
BT457TU,54.71334,-6.605801
BT457TW,54.691093,-6.587705
BT457TX,54.703079,-6.681128
BT457TY,54.703357,-6.690178
BT457TZ,54.712708,-6.695959
BT457UA,54.719027,-6.718166
BT457UB,54.717317,-6.735802
BT457UD,54.710391,-6.740222
BT457UE,54.712525,-6.732026
BT457UF,54.704148,-6.715439
BT457UG,54.708724,-6.706405
BT457UH,54.696968,-6.666156
BT457UP,54.697123,-6.66474
BT457UQ,54.695311,-6.664179
BT457UR,54.7055,-6.658647
BT457UT,54.718806,-6.652233
BT457UU,54.719601,-6.65098
BT457UW,54.696081,-6.666372
BT457UX,54.709191,-6.647168
BT457UY,54.706999,-6.63275
BT457UZ,54.698266,-6.620045
BT457WB,54.69391,-6.673205
BT457WD,54.698266,-6.620045
BT457WG,54.734625,-6.657084
BT457WY,54.698266,-6.620045
BT457XA,54.699513,-6.627805
BT457XB,54.688811,-6.608704
BT457XD,54.688255,-6.602551
BT457XE,54.688826,-6.598298
BT457XF,54.68333,-6.618846
BT457XG,54.686345,-6.639182
BT457XH,54.679698,-6.630505
BT457XJ,54.684905,-6.672119
BT457XL,54.671918,-6.665923
BT457XP,54.658419,-6.676918
BT457XQ,54.681334,-6.640125
BT457XR,54.654797,-6.665322
BT457XS,54.654513,-6.657476
BT457XT,54.649342,-6.661845
BT457XU,54.647733,-6.660193
BT457XW,54.659864,-6.675089
BT457XX,54.645336,-6.660334
BT457XY,54.638333,-6.661556
BT457XZ,54.637594,-6.649995
BT457YA,54.644502,-6.663692
BT457YB,54.649877,-6.677025
BT457YD,54.658705,-6.68585
BT457YE,54.65973,-6.6984
BT457YF,54.667009,-6.702755
BT457YJ,54.672849,-6.714645
BT457YL,54.675092,-6.701692
BT457YN,54.680962,-6.708791
BT457YP,54.693972,-6.683889
BT457YQ,54.661933,-6.715377
BT457YR,54.695792,-6.682667
BT457YS,54.696676,-6.696272
BT457YT,54.695178,-6.709069
BT457YW,54.686493,-6.700956
BT457YX,54.702796,-6.700652
BT457YY,54.696312,-6.597683
BT457YZ,54.678984,-6.680234
BT458AA,54.778301,-6.558807
BT458AD,54.778961,-6.556126
BT458AE,54.777867,-6.56235
BT458AF,54.779051,-6.5645
BT458AH,54.776141,-6.563763
BT458AJ,54.775429,-6.556795
BT458AL,54.775693,-6.559381
BT458AP,54.776795,-6.555363
BT458AQ,54.776701,-6.562562
BT458AR,54.777567,-6.554543
BT458AS,54.776913,-6.553898
BT458AT,54.777743,-6.551942
BT458AU,54.776469,-6.556618
BT458AW,54.77765,-6.555442
BT458AX,54.77526,-6.557718
BT458AY,54.774121,-6.558598
BT458AZ,54.777376,-6.557379
BT458BA,54.776224,-6.560155
BT458BD,54.777634,-6.55106
BT458BE,54.77684,-6.550062
BT458BF,54.77208,-6.55247
BT458BG,54.776072,-6.550432
BT458BH,54.781302,-6.546094
BT458BJ,54.782256,-6.544724
BT458BN,54.781243,-6.543408
BT458BP,54.777554,-6.507405
BT458BQ,54.809881,-6.515733
BT458BS,54.787868,-6.507461
BT458BT,54.791203,-6.507649
BT458BU,54.792521,-6.510368
BT458BW,54.781354,-6.526539
BT458BX,54.79084,-6.518359
BT458BY,54.790302,-6.533987
BT458BZ,54.787368,-6.535026
BT458DA,54.784504,-6.540368
BT458DF,54.777253,-6.565154
BT458DG,54.784978,-6.575
BT458DH,54.792403,-6.60005
BT458DJ,54.792277,-6.588378
BT458DL,54.786167,-6.594452
BT458DN,54.773595,-6.570334
BT458DP,54.77355,-6.579551
BT458DQ,54.787688,-6.588554
BT458DR,54.768311,-6.580915
BT458DS,54.759392,-6.569592
BT458DU,54.763105,-6.560761
BT458DW,54.777906,-6.566467
BT458DX,54.778454,-6.563355
BT458DY,54.770663,-6.552598
BT458DZ,54.776709,-6.566246
BT458EA,54.780611,-6.556673
BT458ED,54.784616,-6.559499
BT458EE,54.793775,-6.571332
BT458EF,54.803993,-6.584626
BT458EG,54.804598,-6.587187
BT458EH,54.803111,-6.574518
BT458EJ,54.807223,-6.55378
BT458EN,54.772897,-6.540366
BT458EQ,54.809393,-6.584702
BT458ER,54.772181,-6.539895
BT458ES,54.776498,-6.538014
BT458ET,54.772911,-6.531166
BT458EU,54.771468,-6.524008
BT458EW,54.760208,-6.509815
BT458EX,54.769613,-6.52075
BT458EY,54.764909,-6.517317
BT458EZ,54.757784,-6.520949
BT458FB,54.757784,-6.520949
BT458FD,54.779744,-6.547238
BT458FE,54.779746,-6.548901
BT458FF,54.779611,-6.548145
BT458FG,54.757784,-6.520949
BT458FH,54.757784,-6.520949
BT458GA,54.757784,-6.520949
BT458GH,54.734625,-6.657084
BT458GT,54.734625,-6.657084
BT458GX,54.734625,-6.657084
BT458GZ,54.779611,-6.548145
BT458HA,54.757542,-6.525385
BT458HB,54.752689,-6.533405
BT458HD,54.758913,-6.538493
BT458HF,54.752167,-6.54981
BT458HG,54.767666,-6.551431
BT458HH,54.835292,-6.607905
BT458HJ,54.77242,-6.551541
BT458HL,54.77459,-6.545185
BT458HP,54.776083,-6.552156
BT458HQ,54.770844,-6.551271
BT458HR,54.734625,-6.657084
BT458HS,54.808598,-6.518113
BT458HT,54.808115,-6.519749
BT458HU,54.805784,-6.521607
BT458HX,54.809452,-6.520322
BT458HY,54.809518,-6.52133
BT458HZ,54.81015,-6.516439
BT458JA,54.811024,-6.513016
BT458JE,54.81174,-6.516458
BT458JF,54.810274,-6.517772
BT458JH,54.823138,-6.535428
BT458JJ,54.829427,-6.548178
BT458JL,54.842377,-6.548554
BT458JN,54.832946,-6.531524
BT458JP,54.827446,-6.515151
BT458JQ,54.822105,-6.523609
BT458JR,54.82045,-6.513837
BT458JS,54.817932,-6.508531
BT458JT,54.814149,-6.512064
BT458JU,54.81008,-6.514388
BT458JW,54.83505,-6.522825
BT458JY,54.810183,-6.522862
BT458JZ,54.809859,-6.52208
BT458LA,54.807445,-6.518544
BT458LB,54.799025,-6.514716
BT458LD,54.806237,-6.516784
BT458LE,54.801817,-6.505765
BT458LF,54.78697,-6.499472
BT458LG,54.794457,-6.521025
BT458LH,54.802713,-6.536555
BT458LJ,54.815572,-6.553296
BT458LL,54.808129,-6.550653
BT458LN,54.797568,-6.539757
BT458LP,54.817042,-6.571989
BT458LQ,54.799982,-6.526188
BT458LR,54.821154,-6.56797
BT458LS,54.825234,-6.564262
BT458LT,54.821708,-6.559378
BT458LU,54.813001,-6.54043
BT458LW,54.812919,-6.535844
BT458LX,54.810811,-6.522792
BT458NA,54.815312,-6.494953
BT458NB,54.801501,-6.494782
BT458ND,54.824193,-6.473088
BT458NF,54.825933,-6.492986
BT458NG,54.83057,-6.504003
BT458NH,54.822454,-6.487732
BT458NJ,54.734625,-6.657084
BT458NN,54.833635,-6.605954
BT458NQ,54.819835,-6.493882
BT458NR,54.81883,-6.606044
BT458NS,54.828417,-6.603037
BT458NT,54.833123,-6.603684
BT458NU,54.833854,-6.603192
BT458NW,54.835051,-6.606465
BT458NX,54.834108,-6.60491
BT458NY,54.835412,-6.605877
BT458NZ,54.835326,-6.605429
BT458PA,54.846751,-6.609098
BT458PD,54.836092,-6.597044
BT458PE,54.835961,-6.588053
BT458PF,54.840308,-6.594937
BT458PG,54.840467,-6.590837
BT458PJ,54.849645,-6.572021
BT458PL,54.856719,-6.561696
BT458PN,54.837394,-6.566944
BT458PP,54.834724,-6.603022
BT458PQ,54.850363,-6.592812
BT458PR,54.834509,-6.603901
BT458PS,54.81372,-6.622662
BT458PT,54.814485,-6.64191
BT458PU,54.817377,-6.616424
BT458PW,54.834572,-6.598436
BT458PX,54.822765,-6.632841
BT458PY,54.823624,-6.615914
BT458QA,54.823634,-6.591813
BT458QB,54.831046,-6.583322
BT458QD,54.829836,-6.584376
BT458QE,54.813447,-6.581807
BT458QF,54.819042,-6.591692
BT458QH,54.813232,-6.60983
BT458QJ,54.834127,-6.6027
BT458QL,54.813421,-6.612981
BT458QN,54.813729,-6.610824
BT458QP,54.813061,-6.616042
BT458QQ,54.827947,-6.62792
BT458QR,54.806934,-6.619222
BT458QS,54.811607,-6.612297
BT458QT,54.810188,-6.60054
BT458QU,54.808092,-6.591016
BT458QW,54.812978,-6.61197
BT458QX,54.80129,-6.598639
BT458QY,54.799012,-6.613879
BT458QZ,54.795162,-6.611834
BT458RA,54.792901,-6.614461
BT458RB,54.795324,-6.615793
BT458RD,54.789179,-6.605618
BT458RF,54.801943,-6.628256
BT458RG,54.79554,-6.61507
BT458RH,54.83304,-6.601912
BT458RJ,54.834419,-6.601476
BT458RL,54.833828,-6.600889
BT458RP,54.773157,-6.555322
BT458RR,54.773882,-6.555887
BT458RS,54.773895,-6.557005
BT458RT,54.773736,-6.558005
BT458RU,54.773114,-6.556303
BT458RW,54.772016,-6.558377
BT458RX,54.77248,-6.555875
BT458RY,54.770788,-6.556323
BT458RZ,54.770788,-6.556323
BT458SA,54.835788,-6.597942
BT458SB,54.835788,-6.597942
BT458SU,54.734625,-6.657084
BT458TQ,54.734625,-6.657084
BT458TU,54.734625,-6.657084
BT458UA,54.734625,-6.657084
BT459BQ,54.734625,-6.657084
BT459JU,54.734625,-6.657084
BT459QL,54.734625,-6.657084
BT462RP,54.888761,-6.665588
BT464HQ,54.888761,-6.665588
BT465AG,54.846886,-6.676644
BT465AH,54.847964,-6.676624
BT465AJ,54.848709,-6.676538
BT465AL,54.848787,-6.678761
BT465AN,54.852093,-6.679634
BT465AP,54.845516,-6.680378
BT465AQ,54.847363,-6.674231
BT465AR,54.846572,-6.677464
BT465AS,54.845328,-6.676337
BT465AT,54.908038,-6.668527
BT465AU,54.880109,-6.636961
BT465AW,54.84555,-6.676034
BT465AX,54.843692,-6.676235
BT465AY,54.84436,-6.677365
BT465AZ,54.843639,-6.671348
BT465BA,54.842503,-6.674234
BT465BB,54.84147,-6.674268
BT465BD,54.841594,-6.672459
BT465BE,54.907353,-6.669111
BT465BF,54.84587,-6.66427
BT465BG,54.849946,-6.678023
BT465BH,54.840739,-6.673172
BT465BJ,54.850403,-6.675439
BT465BL,54.847264,-6.662729
BT465BN,54.845337,-6.672211
BT465BP,54.848756,-6.671025
BT465BQ,54.849577,-6.677116
BT465BS,54.845053,-6.666756
BT465BT,54.843978,-6.669532
BT465BU,54.850184,-6.680039
BT465BW,54.84551,-6.669139
BT465DA,54.843916,-6.674499
BT465DB,54.842115,-6.678248
BT465DD,54.843369,-6.680371
BT465DE,54.839072,-6.683437
BT465DF,54.839479,-6.682848
BT465DG,54.839325,-6.685172
BT465DH,54.829875,-6.695314
BT465DJ,54.82194,-6.701778
BT465DL,54.818397,-6.678913
BT465DN,54.824741,-6.685677
BT465DQ,54.83948,-6.698755
BT465DR,54.839049,-6.677134
BT465DT,54.842757,-6.67446
BT465DU,54.842969,-6.682376
BT465DW,54.829954,-6.680092
BT465DX,54.840744,-6.667817
BT465DY,54.907119,-6.669945
BT465DZ,54.881066,-6.634981
BT465EA,54.842257,-6.667362
BT465EB,54.83975,-6.66648
BT465ED,54.831749,-6.670136
BT465EF,54.84016,-6.66133
BT465EG,54.84022,-6.662666
BT465EH,54.834178,-6.647614
BT465EJ,54.831966,-6.637821
BT465EL,54.83832,-6.638059
BT465EN,54.83554,-6.623335
BT465EP,54.835761,-6.629367
BT465EQ,54.84117,-6.660891
BT465ER,54.843686,-6.628756
BT465ES,54.853829,-6.623958
BT465ET,54.847372,-6.646534
BT465EU,54.835516,-6.630791
BT465EW,54.83649,-6.628704
BT465EX,54.849516,-6.660023
BT465EY,54.84742,-6.663066
BT465EZ,54.847583,-6.66482
BT465FD,54.847583,-6.66482
BT465FE,54.851197,-6.667488
BT465FF,54.850475,-6.667169
BT465FG,54.851197,-6.667488
BT465FH,54.851679,-6.667223
BT465FJ,54.846791,-6.671229
BT465FL,54.847583,-6.66482
BT465FN,54.85075,-6.671784
BT465FP,54.850298,-6.67155
BT465FQ,54.851513,-6.666014
BT465FR,54.847619,-6.664819
BT465FS,54.849822,-6.673169
BT465FT,54.849822,-6.673169
BT465FX,54.850181,-6.672332
BT465FY,54.84797,-6.673884
BT465FZ,54.84575,-6.675436
BT465GA,54.841179,-6.665748
BT465GB,54.841179,-6.665748
BT465GG,54.888761,-6.665588
BT465GH,54.888761,-6.665588
BT465GY,54.888761,-6.665588
BT465GZ,54.86783,-6.707017
BT465HA,54.840999,-6.662423
BT465HB,54.842255,-6.666382
BT465HD,54.841984,-6.666219
BT465HE,54.842001,-6.665331
BT465HF,54.842812,-6.666379
BT465HG,54.846413,-6.66956
BT465HH,54.846963,-6.66892
BT465HJ,54.847634,-6.670236
BT465HL,54.850409,-6.663622
BT465HN,54.851891,-6.649014
BT465HP,54.854999,-6.640097
BT465HQ,54.847737,-6.669019
BT465HR,54.859227,-6.650342
BT465HS,54.856719,-6.669673
BT465HT,54.861633,-6.665586
BT465HU,54.867287,-6.66758
BT465HW,54.853611,-6.638945
BT465HY,54.876621,-6.662645
BT465HZ,54.853893,-6.668442
BT465JA,54.907987,-6.670368
BT465JB,54.846506,-6.680548
BT465JD,54.8465,-6.673418
BT465JE,54.844037,-6.673219
BT465JF,54.846501,-6.687507
BT465JG,54.84484,-6.690146
BT465JH,54.847871,-6.702985
BT465JJ,54.847752,-6.703627
BT465JL,54.846996,-6.705192
BT465JN,54.846551,-6.710609
BT465JP,54.841535,-6.717929
BT465JQ,54.846508,-6.695696
BT465JR,54.838246,-6.717846
BT465JS,54.847504,-6.727735
BT465JT,54.851783,-6.723754
BT465JU,54.85213,-6.73117
BT465JX,54.860042,-6.738615
BT465JY,54.857839,-6.746298
